master: 	/dev/CMSSW_7_4_0/50nsHLT/V215																																							  1 072.0	±		Hz	STEAM rates evaluated on the Spring'15 samples, corresponding to a luminoity of 5e33 cm⁻²s⁻¹ with the menu
menu:	/frozen/2015/50ns_5e33/v2.1/HLT/V5																																											/dev/CMSSW_7_4_0/50nsGRun/V116
								Old L1		L1 prescales								HLT prescales								Total prescales																		
LookArea	LookAreaPD	HLT_PFMETNoMu90_NoiseCleaned_PFMHTNoMu90_IDTight_v2	EXO	yes	CMSHLT-277	L1_ETM70 OR L1_ETM60_NotJet52WdPhi2 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   30.4	±	   2.0	Hz	group: Exotica (monojet), type: signal, menu: 5e33, 7e33, description: Monojet trigger which looks for high PFMETNoMu, PFMHTNoMu. Noise cleanings from JetMET are included.
LookArea	LookAreaPD	HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_PFMET40_v2	Higgs (H→ZZ→2ℓ2ν)	yes	CMSHLT-138	L1_SingleEG40		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   5.5	±	   1.5	Hz	group: HIG
LookArea	LookAreaPD	HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_VBF_v2	Higgs (H→ZZ→2ℓ2ν)	yes	CMSHLT-138	L1_SingleEG40		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   2.3	±	   0.8	Hz	group: HIG
LookArea	LookAreaPD	HLT_Photon120_R9Id90_HE10_IsoM_v2	SMP,SUSY	yes	CMHSLT-157, mod. CMSHLT-230	L1_SingleEG25 OR L1_SingleEG40		   1										   2	   2	   2	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   4.7	±	   1.1	Hz	group: SMP, rate: PS to 1.5 Hz, type: signal/control, description: single photons with ID and iso, for higher purity SMP selection and SUSY Z+jets bg estimates
LookArea	LookAreaPD	HLT_Photon120_v2	SMP, EXO	yes	CMHSLT-157	L1_SingleEG25 OR L1_SingleEG40		   1										   100	   80	   60	   40	   20	   10	   5		0	0	0	0	0	0	0			ms		±		Hz	   0.6	±	   0.2	Hz	group: SMP, rate: PS to 0.5 Hz, type: signal/control, description: single photons with loose ID and no iso for unbiased fake studies
LookArea	LookAreaPD	HLT_Photon135_PFMET100_NoiseCleaned_v2	EXO	yes	CMSHLT-194	L1_SingleEG25 OR L1_SingleEG40 OR L1_SingleJet200		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   2.7	±	   1.1	Hz	group: EXO, - type: signal
LookArea	LookAreaPD	HLT_Photon165_HE10_v2	SMP,SUSY	yes	CMSHLT-194	L1_SingleEG25 OR L1_SingleEG40 OR L1_SingleJet200		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   5.8	±	   0.5	Hz	group: Egamma
LookArea	LookAreaPD	HLT_Photon165_R9Id90_HE10_IsoM_v2	HIG, SUSY, SMP	yes	CMHSLT-157, mod. CMSHLT-230	L1_SingleEG25 OR L1_SingleEG40		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.6	±	   0.0	Hz	group: SMP, rate: in shadow of HLT_Photon165_HE10 if unprescaled, otherwise PS to 1.5 Hz, type: signal/control/backup, description: single photons with ID and iso, for higher purity SMP selection and SUSY Z+jets bg estimates
LookArea	LookAreaPD	HLT_Photon175_v2	SMP, EXO	yes	CMSHLT-194	L1_SingleEG25 OR L1_SingleEG40 OR L1_SingleJet200		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   5.1	±	   0.5	Hz	group: Egamma
LookArea	LookAreaPD	HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_PFMET40_v2	Higgs (H→ZZ→2ℓ2ν)	yes	CMSHLT-83, updated by CMSHLT-122, CMSHLT-138	L1_SingleEG20		  2 000										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.0	±	   0.0	Hz	group: HIG, - type: control , - approval: https://indico.cern.ch/event/320705/contribution/16/material/slides/0.pdf, - hltIntegrationTests: /afs/cern.ch/user/x/xshi/public/hlt/hzz_photon_jet_v53/hlt.log, - rate: 95.84 Hz (2012Data)
LookArea	LookAreaPD	HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_VBF_v2	Higgs (H→ZZ→2ℓ2ν)	yes	CMSHLT-83, updated by CMSHLT-122, CMSHLT-138	L1_SingleEG20		  2 000										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.0	±	   0.0	Hz	group: HIG, - type: control , - approval: https://indico.cern.ch/event/320705/contribution/16/material/slides/0.pdf, - hltIntegrationTests: /afs/cern.ch/user/x/xshi/public/hlt/hzz_photon_jet_v53/hlt.log, - rate: 32.24 Hz (2012Data)
LookArea	LookAreaPD	HLT_Photon22_R9Id90_HE10_IsoM_v2	SMP,SUSY	yes	CMHSLT-157, mod. CMSHLT-230	L1_SingleEG20		  2 000										   1	   1	  1 200	   800	   400	   200	   100		0	0	0	0	0	0	0			ms		±		Hz	   0.1	±	   0.0	Hz	group: SMP, rate: PS to 0.5 Hz, type: signal/control, description: single photons with ID and iso, for higher purity SMP selection and SUSY Z+jets bg estimates
LookArea	LookAreaPD	HLT_Photon22_v2	SMP, EXO	yes	CMHSLT-157	L1_SingleEG20		  2 000										   6	   5	  7 200	  4 800	  2 400	  1 200	   600		0	0	0	0	0	0	0			ms		±		Hz	   0.1	±	   0.0	Hz	group: SMP, rate: PS to 0.5 Hz, type: signal/control, description: single photons with loose ID and no iso for unbiased fake studies
LookArea	LookAreaPD	HLT_Photon250_NoHE_v2	Higgs (H→ZZ→2ℓ2ν)	yes	CMSHLT-138	L1_SingleEG40 OR L1_SingleJet200		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   7.2	±	   1.5	Hz	
LookArea	LookAreaPD	HLT_Photon26_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon16_AND_HE10_R9Id65_Eta2_Mass60_v2	EXO	yes	CMSHLT-142	L1_SingleEG40 OR L1_SingleEG35 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10		   1										   150	   150	   150	   150	   150	   150	   150		0	0	0	0	0	0	0			ms		±		Hz	   0.0	±	   1.0	Hz	group: EXO long-lived, rate: prescaled to 0.1 Hz, type: control, description: control trigger for HLT_Photon36_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon22_AND_HE10_R9Id65_Eta2_Mass15_v1, approval: https://indico.cern.ch/event/338306/contribution/21/material/slides/0.pdf
LookArea	LookAreaPD	HLT_Photon30_R9Id90_HE10_IsoM_v2	SMP,SUSY	yes	CMHSLT-157, mod. CMSHLT-230	L1_SingleEG25		   1										  1 000	   800	   600	   400	   200	   100	   50		0	0	0	0	0	0	0			ms		±		Hz	   0.8	±	   0.2	Hz	group: SMP, rate: PS to 0.5 Hz, type: signal/control, description: single photons with ID and iso, for higher purity SMP selection and SUSY Z+jets bg estimates
LookArea	LookAreaPD	HLT_Photon30_v2	SMP, EXO	yes	CMHSLT-157	L1_SingleEG25		   1										  18 000	  14 400	  10 800	  7 200	  3 600	  1 800	   900		0	0	0	0	0	0	0			ms		±		Hz	   0.4	±	   0.2	Hz	group: HIG, SUS, EXO, rate (using fill 2998): 2.7 kHz, type: control, approval: https://indico.cern.ch/getFile.py/access?contribId=6&resId=0&materialId=slides&confId=207460
LookArea	LookAreaPD	HLT_Photon300_NoHE_v2	Higgs (H→ZZ→2ℓ2ν)	yes	CMSHLT-138	L1_SingleEG40 OR L1_SingleJet200		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   5.6	±	   1.5	Hz	
LookArea	LookAreaPD	HLT_Photon36_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon22_AND_HE10_R9Id65_Eta2_Mass15_v2	EXO	yes	CMSHLT-142	L1_SingleEG40 OR L1_SingleEG35 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   10.1	±	   0.3	Hz	group: EXO long-lived, expected rate: 4.1 Hz, type: signal, description: variant of Higgs resonant trigger with |eta|<2.0 and mass cut lowered to 15 for lower-mass long-lived particle searches, approval: https://indico.cern.ch/event/338306/contribution/21/material/slides/0.pdf
LookArea	LookAreaPD	HLT_Photon36_R9Id90_HE10_Iso40_EBOnly_PFMET40_v2	Higgs (H→ZZ→2ℓ2ν)	yes	CMSHLT-83, updated by CMSHLT-122, CMSHLT-138	L1_SingleEG30		   1										   100	   100	   100	   100	   100	   100	   100		0	0	0	0	0	0	0			ms		±		Hz	   0.9	±	   0.5	Hz	group: HIG, - type: control , - approval: https://indico.cern.ch/event/320705/contribution/16/material/slides/0.pdf, - hltIntegrationTests: /afs/cern.ch/user/x/xshi/public/hlt/hzz_photon_jet_v53/hlt.log, - rate: 15.83 Hz (2012Data)
LookArea	LookAreaPD	HLT_Photon36_R9Id90_HE10_Iso40_EBOnly_VBF_v2	Higgs (H→ZZ→2ℓ2ν)	yes	CMSHLT-83, updated by CMSHLT-122, CMSHLT-138	L1_SingleEG30		   1										   100	   100	   100	   100	   100	   100	   100		0	0	0	0	0	0	0			ms		±		Hz	   0.3	±	   0.0	Hz	group: HIG, - type: control , - approval: https://indico.cern.ch/event/320705/contribution/16/material/slides/0.pdf, - hltIntegrationTests: /afs/cern.ch/user/x/xshi/public/hlt/hzz_photon_jet_v53/hlt.log, - rate: 5.28 Hz (2012Data)
LookArea	LookAreaPD	HLT_Photon36_R9Id90_HE10_IsoM_v2	SMP,SUSY	yes	CMHSLT-157, mod. CMSHLT-230	L1_SingleEG25 OR L1_SingleEG30		   1										   350	   280	   210	   150	   70	   35	   18		0	0	0	0	0	0	0			ms		±		Hz	   1.3	±	   0.2	Hz	group: SMP, rate: PS to 0.5 Hz, type: signal/control, description: single photons with ID and iso, for higher purity SMP selection and SUSY Z+jets bg estimates
LookArea	LookAreaPD	HLT_Photon36_v2	SMP, EXO	yes	CMHSLT-157	L1_SingleEG25 OR L1_SingleEG30		   1										  8 400	  6 720	  5 040	  3 360	  1 680	   840	   420		0	0	0	0	0	0	0			ms		±		Hz	   0.5	±	   0.2	Hz	group: SMP, rate: PS to 0.5 Hz, type: signal/control, description: single photons with loose ID and no iso for unbiased fake studies
LookArea	LookAreaPD	HLT_Photon42_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon25_AND_HE10_R9Id65_Eta2_Mass15_v1	EXO	yes	CMSHLT-352	L1_SingleEG40 OR L1_SingleEG35 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   5.9	±	   0.3	Hz	group: EXO long-lived, expected rate: 4.1 Hz, type: signal, description: variant of Higgs resonant trigger with |eta|<2.0 and mass cut lowered to 15 for lower-mass long-lived particle searches, approval: https://indico.cern.ch/event/338306/contribution/21/material/slides/0.pdf
LookArea	LookAreaPD	HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_PFMET40_v2	Higgs (H→ZZ→2ℓ2ν)	yes	CMSHLT-83, updated by CMSHLT-122, CMSHLT-138	L1_SingleEG40		   1										   9	   9	   9	   9	   9	   9	   9		0	0	0	0	0	0	0			ms		±		Hz	   1.1	±	   0.1	Hz	group: HIG, - type: control , - approval: https://indico.cern.ch/event/320705/contribution/16/material/slides/0.pdf, - hltIntegrationTests: /afs/cern.ch/user/x/xshi/public/hlt/hzz_photon_jet_v53/hlt.log, - rate: 4.83 Hz (2012Data)
LookArea	LookAreaPD	HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_VBF_v2	Higgs (H→ZZ→2ℓ2ν)	yes	CMSHLT-83, updated by CMSHLT-122, CMSHLT-138	L1_SingleEG40		   1										   3	   3	   3	   3	   3	   3	   3		0	0	0	0	0	0	0			ms		±		Hz	   4.9	±	   0.6	Hz	group: HIG, - type: control , - approval: https://indico.cern.ch/event/320705/contribution/16/material/slides/0.pdf, - hltIntegrationTests: /afs/cern.ch/user/x/xshi/public/hlt/hzz_photon_jet_v53/hlt.log, - rate: 1.61 Hz (2012Data)
LookArea	LookAreaPD	HLT_Photon50_R9Id90_HE10_IsoM_v2	SMP,SUSY	yes	CMHSLT-157, mod. CMSHLT-230	L1_SingleEG25 OR L1_SingleEG40		   1										   62	   49	   37	   25	   12	   6	   3		0	0	0	0	0	0	0			ms		±		Hz	   2.3	±	   0.5	Hz	group: SMP, rate: PS to 1.5 Hz, type: signal/control, description: single photons with ID and iso, for higher purity SMP selection and SUSY Z+jets bg estimates
LookArea	LookAreaPD	HLT_Photon50_v2	SMP, EXO	yes	CMHSLT-157	L1_SingleEG25 OR L1_SingleEG40		   1										  2 850	  2 280	  1 710	  1 140	   570	   285	   142		0	0	0	0	0	0	0			ms		±		Hz	   0.3	±	   0.0	Hz	group: SMP, rate: PS to 0.5 Hz, type: signal/control, description: single photons with loose ID and no iso for unbiased fake studies
LookArea	LookAreaPD	HLT_Photon500_v1	Egamma	yes	CMSHLT-312	L1_SingleEG40		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.5	±	   0.5	Hz	group: Egamma
LookArea	LookAreaPD	HLT_Photon600_v1	PPD	yes	CMSHLT-312	L1_SingleEG40		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.0	±	   0.0	Hz	group: PPD, description: backup photon trigger for the Hotline
LookArea	LookAreaPD	HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_PFMET40_v2	Higgs (H→ZZ→2ℓ2ν)	yes	CMSHLT-83, updated by CMSHLT-122, CMSHLT-138	L1_SingleEG40		   1										   3	   3	   3	   3	   3	   3	   3		0	0	0	0	0	0	0			ms		±		Hz	   3.8	±	   1.2	Hz	group: HIG, - type: control , - approval: https://indico.cern.ch/event/320705/contribution/16/material/slides/0.pdf, - hltIntegrationTests: /afs/cern.ch/user/x/xshi/public/hlt/hzz_photon_jet_v53/hlt.log, - rate: 1.03 Hz (2012Data)
LookArea	LookAreaPD	HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_VBF_v2	Higgs (H→ZZ→2ℓ2ν)	yes	CMSHLT-83, updated by CMSHLT-122, CMSHLT-138	L1_SingleEG40		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   5.1	±	   0.8	Hz	group: HIG, - type: control , - approval: https://indico.cern.ch/event/320705/contribution/16/material/slides/0.pdf, - hltIntegrationTests: /afs/cern.ch/user/x/xshi/public/hlt/hzz_photon_jet_v53/hlt.log, - rate: 0.39 Hz (2012Data)
LookArea	LookAreaPD	HLT_Photon75_R9Id90_HE10_IsoM_v2	SMP, SUSY	yes	CMHSLT-157, mod. CMSHLT-230	L1_SingleEG25 OR L1_SingleEG40		   1										   11	   9	   6	   4	   2	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   2.2	±	   0.1	Hz	group: SMP, rate: PS to 1.5 Hz, type: signal/control, description: single photons with ID and iso, for higher purity SMP selection and SUSY Z+jets bg estimates
LookArea	LookAreaPD	HLT_Photon75_v2	SMP, EXO	yes	CMHSLT-157	L1_SingleEG25 OR L1_SingleEG40		   1										   600	   480	   360	   240	   120	   60	   30		0	0	0	0	0	0	0			ms		±		Hz	   0.6	±	   0.2	Hz	group: SMP, rate: PS to 0.5 Hz, type: signal/control, description: single photons with loose ID and no iso for unbiased fake studies
LookArea	LookAreaPD	HLT_Photon90_CaloIdL_PFHT500_v2	SUSY, EXO	yes	CMSHLT-166	L1_SingleEG40		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   9.3	±	   0.5	Hz	group: SUSY
LookArea	LookAreaPD	HLT_Photon90_CaloIdL_PFHT600_v1	EXO	yes	CMSHLT-352	L1_SingleEG40		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   4.4	±	   0.5	Hz	group: SUSY
LookArea	LookAreaPD	HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_PFMET40_v2	Higgs (H→ZZ→2ℓ2ν)	yes	CMSHLT-83, updated by CMSHLT-122, CMSHLT-138	L1_SingleEG40		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   6.5	±	   1.5	Hz	group: HIG, - type: control , - approval: https://indico.cern.ch/event/320705/contribution/16/material/slides/0.pdf, - hltIntegrationTests: /afs/cern.ch/user/x/xshi/public/hlt/hzz_photon_jet_v53/hlt.log
LookArea	LookAreaPD	HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_VBF_v2	Higgs (H→ZZ→2ℓ2ν)	yes	CMSHLT-83, updated by CMSHLT-122, CMSHLT-138	L1_SingleEG40		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   3.6	±	   0.8	Hz	group: HIG, - type: control , - approval: https://indico.cern.ch/event/320705/contribution/16/material/slides/0.pdf, - hltIntegrationTests: /afs/cern.ch/user/x/xshi/public/hlt/hzz_photon_jet_v53/hlt.log, - rate: 0.28 Hz (2012Data)
LookArea	LookAreaPD	HLT_Photon90_R9Id90_HE10_IsoM_v2	SMP, SUSY	yes	CMHSLT-157, mod. CMSHLT-230	L1_SingleEG25 OR L1_SingleEG40		   1										   6	   5	   4	   2	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   3.8	±	   0.9	Hz	group: SMP, rate: PS to 1.5 Hz, type: signal/control, description: single photons with ID and iso, for higher purity SMP selection and SUSY Z+jets bg estimates
LookArea	LookAreaPD	HLT_Photon90_v2	SMP, EXO	yes	CMHSLT-157	L1_SingleEG25 OR L1_SingleEG40		   1										   300	   240	   180	   120	   60	   30	   15		0	0	0	0	0	0	0			ms		±		Hz	   0.6	±	   0.2	Hz	group: SMP, rate: PS to 0.5 Hz, type: signal/control, description: single photons with loose ID and no iso for unbiased fake studies
LookArea	LookAreaPD	HLT_Physics_v1		yes	none	none		   1										  8 000	  8 000	  8 000	  8 000	  8 000	  8 000	  8 000		0	0	0	0	0	0	0			ms		±		Hz	0	±	0	Hz	
LookArea	LookAreaPD	HLT_QuadJet45_DoubleBTagCSV0p67_v2	Higgs H->4b	yes	CMSHLT-128, CMSHLT-405	L1_HTT175 OR L1_QuadJetC60		   1										   25	   25	   25	   25	   25	   25	   25		0	0	0	0	0	0	0			ms		±		Hz		±		Hz	group: HIG (Hbb)
LookArea	LookAreaPD	HLT_QuadJet45_TripleBTagCSV0p67_v2	Higgs H->4b	yes	CMSHLT-128, CMSHLT-405	L1_HTT175 OR L1_QuadJetC60		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz		±		Hz	group: HIG (Hbb)
LookArea	LookAreaPD	HLT_QuadMuon0_Dimuon0_Jpsi_v1	BPH	yes	CMHSLT-155	L1_QuadMu0		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.3	±	   0.2	Hz	group: BPH, muon, - rate: 8.8 Hz, - type: signal, - approval: http://indico.cern.ch/getFile.py/access?subContId=2&contribId=1&resId=0&materialId=slides&confId=179432, - description: Jpsi displaced path for all B-Physics analyses. Control path for Bs->mumu
LookArea	LookAreaPD	HLT_QuadMuon0_Dimuon0_Upsilon_v1	BPH	yes	CMHSLT-155	L1_QuadMu0		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.1	±	   0.0	Hz	group: BPH, muon, - rate: 8.8 Hz, - type: signal, - approval: http://indico.cern.ch/getFile.py/access?subContId=2&contribId=1&resId=0&materialId=slides&confId=179432, - description: Jpsi displaced path for all B-Physics analyses. Control path for Bs->mumu
LookArea	LookAreaPD	HLT_QuadPFJet_DoubleBTagCSV_VBF_Mqq200_v2	HIG	yes	CMSHLT-234, CMSHLT-405	L1_TripleJet_92_76_64		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   79.4	±	   0.7	Hz	group: HIG (Hbb)
LookArea	LookAreaPD	HLT_QuadPFJet_DoubleBTagCSV_VBF_Mqq240_v2	HIG	yes	CMSHLT-234, CMSHLT-405	L1_TripleJet_92_76_64		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   32.7	±	   0.4	Hz	group: HIG (Hbb)
